[103804,217,0,57500,"2012-03-28"]
[103804,355,0,57500,"2011-06-28"]
[103804,38,0,57500,"2016-03-14"]
[1040,1,14,2745,"2017-10-21"]
[1040,1,5,2745,"2017-10-19"]
[1040,10,13,2745,"2017-10-21"]
[1040,10,16,2745,"2017-10-19"]
[1040,149,16,2745,"2017-10-19"]
[1040,164,32,2745,"2017-10-21"]
[1040,164,33,2745,"2017-10-19"]
[1040,187,17,2745,"2017-10-19"]
[1040,187,17,2745,"2017-10-21"]
[1040,217,38,2745,"2017-10-21"]
[1040,217,39,2745,"2017-10-19"]
[1040,346,11,2745,"2017-10-21"]
[1040,346,12,2745,"2017-10-19"]
[1040,355,13,2745,"2017-10-21"]
[1040,367,0,2745,"2016-06-17"]
[1040,38,11,2745,"2017-10-19"]
[1040,38,19,2745,"2017-10-21"]
[10421,1,13,2295,"2017-10-19"]
[10421,1,13,2295,"2017-10-21"]
[10421,10,108,2295,"2017-10-19"]
[10421,10,108,2295,"2017-10-21"]
[10421,149,17,2295,"2017-10-21"]
[10421,149,21,2295,"2017-10-19"]
[10421,164,22,2295,"2017-10-19"]
[10421,164,23,2295,"2017-10-21"]
[10421,187,17,2295,"2017-10-19"]
[10421,187,17,2295,"2017-10-21"]
[10421,217,859,2295,"2017-10-21"]
[10421,217,874,2295,"2017-10-19"]
[10421,346,15,2295,"2017-10-21"]
[10421,346,17,2295,"2017-10-19"]
[10421,355,13,2295,"2017-10-21"]
[10421,367,9,2295,"2017-10-21"]
[10421,38,10,2295,"2017-10-19"]
[10421,38,9,2295,"2017-10-21"]
[104299,1,0,4995,"2017-07-28"]
[104299,10,0,4995,"2017-08-25"]
[104299,149,0,4995,"2017-06-30"]
[104299,164,0,4995,"2017-07-13"]
[104299,187,0,4995,"2017-08-22"]
[104299,217,0,4995,"2017-08-28"]
[104299,355,0,4995,"2017-07-19"]
[104299,367,0,4995,"2017-07-25"]
[104299,38,1,4995,"2017-10-19"]
[104299,38,1,4995,"2017-10-21"]
[104927,1,0,2595,"2017-06-23"]
[104927,10,0,2595,"2017-03-15"]
[104927,149,0,2595,"2017-03-06"]
[104927,164,0,2595,"2017-04-19"]
[104927,187,0,2595,"2017-08-08"]
[104927,217,0,2595,"2017-03-05"]
[104927,355,0,2595,"2017-04-23"]
[104927,367,0,2595,"2017-05-10"]
[104927,38,0,2595,"2017-05-04"]
[10512,1,17,2680,"2017-10-19"]
[10512,1,24,2680,"2017-10-21"]
[10512,10,10,2680,"2017-10-19"]
[10512,10,8,2680,"2017-10-21"]
[10512,149,11,2680,"2017-10-21"]
[10512,149,14,2680,"2017-10-19"]
[10512,164,16,2680,"2017-10-19"]
[10512,164,16,2680,"2017-10-21"]
[10512,187,7,2680,"2017-10-21"]
[10512,187,9,2680,"2017-10-19"]
[10512,217,0,2680,"2017-10-19"]
[10512,217,1,2680,"2017-10-19"]
[10512,346,10,2680,"2017-10-19"]
[10512,355,19,2680,"2017-10-21"]
[10512,367,14,2680,"2017-10-21"]
[10512,38,0,2680,"2012-07-24"]
[105213,1,38,1480,"2017-10-19"]
[105213,1,43,1480,"2017-10-21"]
[105213,10,0,1480,"2015-08-19"]
[105213,149,16,1480,"2017-10-19"]
[105213,164,0,1480,"2016-11-16"]
[105213,187,30,1480,"2017-10-19"]
[105213,217,14,1480,"2017-10-19"]
[105213,217,14,1480,"2017-10-21"]
[105213,346,15,1480,"2017-10-19"]
[105213,355,41,1480,"2017-10-21"]
[105213,367,0,1480,"2011-11-17"]
[105213,38,0,1480,"2017-05-10"]
[105304,1,43,1470,"2017-10-21"]
[105304,1,47,1470,"2017-10-19"]
[105304,10,20,1470,"2017-10-21"]
[105304,10,25,1470,"2017-10-19"]
[105304,149,32,1470,"2017-10-21"]
[105304,149,34,1470,"2017-10-19"]
[105304,164,0,1470,"2017-02-15"]
[105304,187,29,1470,"2017-10-21"]
[105304,187,34,1470,"2017-10-19"]
[105304,217,6,1470,"2017-10-19"]
[105304,217,6,1470,"2017-10-21"]
[105304,346,19,1470,"2017-10-19"]
[105304,355,32,1470,"2017-10-21"]
[105304,367,25,1470,"2017-10-21"]
[105304,38,18,1470,"2017-10-21"]
[105304,38,24,1470,"2017-10-19"]
[105353,1,0,4195,"2017-02-07"]
[105353,10,0,4195,"2017-08-18"]
[105353,149,0,4195,"2017-04-17"]
[105353,164,0,4195,"2017-05-18"]
[105353,187,0,4195,"2017-05-26"]
[105353,217,0,4195,"2017-04-21"]
[105353,355,0,4195,"2017-03-26"]
[105353,367,0,4195,"2017-03-03"]
[105353,38,0,4195,"2017-04-10"]
[105429,1,21,1300,"2017-10-21"]
[105429,1,30,1300,"2017-10-19"]
[105429,10,87,1300,"2017-10-19"]
[105429,10,87,1300,"2017-10-21"]
[105429,149,22,1300,"2017-10-19"]
[105429,149,22,1300,"2017-10-21"]
[105429,164,17,1300,"2017-10-19"]
[105429,164,22,1300,"2017-10-21"]
[105429,187,10,1300,"2017-10-19"]
[105429,187,10,1300,"2017-10-21"]
[105429,217,14,1300,"2017-10-19"]
[105429,217,14,1300,"2017-10-21"]
[105429,346,13,1300,"2017-10-19"]
[105429,346,25,1300,"2017-10-21"]
[105429,355,8,1300,"2017-10-21"]
[105429,367,0,1300,"2017-10-20"]
[105429,38,17,1300,"2017-10-19"]
[105429,38,26,1300,"2017-10-21"]
[105502,1,0,10500,"2014-02-06"]
[105502,10,0,10500,"2017-05-17"]
[105502,164,0,10500,"2014-01-03"]
[105502,217,0,10500,"2017-07-29"]
[105502,355,0,10500,"2017-10-10"]
[105502,367,0,10500,"2014-05-05"]
[105502,38,2,10500,"2017-10-19"]
[105502,38,2,10500,"2017-10-21"]
[105742,1,13,4225,"2017-10-21"]
[105742,1,14,4225,"2017-10-19"]
[105742,10,12,4225,"2017-10-19"]
[105742,10,2,4225,"2017-10-21"]
[105742,149,12,4225,"2017-10-19"]
[105742,149,9,4225,"2017-10-21"]
[105742,164,9,4225,"2017-10-19"]
[105742,164,9,4225,"2017-10-21"]
[105742,187,16,4225,"2017-10-21"]
[105742,187,4,4225,"2017-10-19"]
[105742,217,447,4225,"2017-10-21"]
[105742,217,448,4225,"2017-10-19"]
[105742,346,5,4225,"2017-10-19"]
[105742,355,15,4225,"2017-10-21"]
[105742,367,9,4225,"2017-10-21"]
[105742,38,14,4225,"2017-10-19"]
[105742,38,14,4225,"2017-10-21"]
[105924,1,0,2395,"2017-07-26"]
[105924,10,0,2395,"2017-07-12"]
[105924,149,0,2395,"2017-06-29"]
[105924,164,0,2395,"2017-08-11"]
[105924,187,0,2395,"2017-08-22"]
[105924,217,28,2395,"2017-10-21"]
[105924,217,31,2395,"2017-10-19"]
[105924,355,0,2395,"2017-07-28"]
[105924,367,0,2395,"2017-07-14"]
[105924,38,0,2395,"2017-09-18"]
[106005,10,0,3500,"2016-09-30"]
[106005,149,0,3500,"2012-05-10"]
[106005,164,0,3500,"2012-01-12"]
[106005,217,0,3500,"2012-05-22"]
[106005,355,0,3500,"2012-10-09"]
[106005,38,0,3500,"2012-12-11"]
[106161,1,0,2795,"2017-06-29"]
[106161,10,0,2795,"2017-08-25"]
[106161,149,0,2795,"2017-06-12"]
[106161,164,0,2795,"2017-05-12"]
[106161,187,0,2795,"2017-08-10"]
[106161,217,0,2795,"2017-07-27"]
[106161,355,0,2795,"2017-06-09"]
[106161,367,0,2795,"2017-06-02"]
[106161,38,0,2795,"2017-06-27"]
[106179,1,8,3395,"2017-10-21"]
[106179,1,9,3395,"2017-10-19"]
[106179,10,7,3395,"2017-10-19"]
[106179,10,7,3395,"2017-10-21"]
[106179,149,10,3395,"2017-10-19"]
[106179,164,4,3395,"2017-10-19"]
[106179,164,4,3395,"2017-10-21"]
[106179,187,23,3395,"2017-10-19"]
[106179,187,27,3395,"2017-10-21"]
[106179,217,0,3395,"2017-10-19"]
[106179,217,3,3395,"2017-10-19"]
[106179,346,6,3395,"2017-10-19"]
[106179,346,6,3395,"2017-10-21"]
[106179,355,11,3395,"2017-10-21"]
[106179,355,7,3395,"2017-10-19"]
[106179,367,13,3395,"2017-10-21"]
[106179,38,13,3395,"2017-10-19"]
[106377,1,40,1125,"2017-10-21"]
[106377,1,41,1125,"2017-10-19"]
[106377,10,62,1125,"2017-10-21"]
[106377,10,73,1125,"2017-10-19"]
[106377,149,18,1125,"2017-10-21"]
[106377,149,26,1125,"2017-10-19"]
[106377,164,170,1125,"2017-10-21"]
[106377,164,187,1125,"2017-10-19"]
[106377,187,33,1125,"2017-10-19"]
[106377,187,62,1125,"2017-10-21"]
[106377,217,111,1125,"2017-10-19"]
[106377,217,84,1125,"2017-10-21"]
[106377,346,60,1125,"2017-10-19"]
[106377,346,66,1125,"2017-10-21"]
[106377,355,44,1125,"2017-10-19"]
[106377,355,70,1125,"2017-10-21"]
[106377,367,52,1125,"2017-10-21"]
[106377,38,122,1125,"2017-10-19"]
[106450,1,275,1995,"2017-10-21"]
[106450,1,278,1995,"2017-10-19"]
[106450,10,196,1995,"2017-10-19"]
[106450,10,259,1995,"2017-10-21"]
[106450,149,196,1995,"2017-10-19"]
[106450,149,200,1995,"2017-10-21"]
[106450,164,125,1995,"2017-10-21"]
[106450,164,142,1995,"2017-10-19"]
[106450,187,45,1995,"2017-10-21"]
[106450,187,85,1995,"2017-10-19"]
[106450,217,107,1995,"2017-10-19"]
[106450,217,173,1995,"2017-10-21"]
[106450,346,202,1995,"2017-10-21"]
[106450,346,238,1995,"2017-10-19"]
[106450,355,282,1995,"2017-10-21"]
[106450,355,306,1995,"2017-10-19"]
[106450,367,109,1995,"2017-10-21"]
[106450,38,158,1995,"2017-10-21"]
[106450,38,173,1995,"2017-10-19"]
[1065,1,9,7195,"2017-10-19"]
[1065,10,1,7195,"2017-10-19"]
[1065,10,1,7195,"2017-10-21"]
[1065,149,0,7195,"2017-05-12"]
[1065,164,0,7195,"2017-08-28"]
[1065,187,0,7195,"2016-03-30"]
[1065,217,0,7195,"2017-08-05"]
[1065,355,0,7195,"2017-08-10"]
[1065,367,0,7195,"2017-07-28"]
[1065,38,0,7195,"2017-07-14"]
[107169,1,4,2645,"2017-10-19"]
[107169,1,9,2645,"2017-10-21"]
[107169,10,15,2645,"2017-10-21"]
[107169,10,17,2645,"2017-10-19"]
[107169,149,14,2645,"2017-10-21"]
[107169,149,15,2645,"2017-10-19"]
[107169,164,0,2645,"2017-02-19"]
[107169,187,10,2645,"2017-10-21"]
[107169,187,14,2645,"2017-10-19"]
[107169,217,2,2645,"2017-10-19"]
[107169,217,2,2645,"2017-10-21"]
[107169,346,11,2645,"2017-10-19"]
[107169,355,9,2645,"2017-10-21"]
[107169,367,11,2645,"2017-10-21"]
[107169,38,0,2645,"2017-01-25"]
[107193,1,37,1495,"2017-10-21"]
[107193,1,40,1495,"2017-10-19"]
[107193,10,11,1495,"2017-10-19"]
[107193,10,15,1495,"2017-10-21"]
[107193,149,7,1495,"2017-10-19"]
[107193,164,12,1495,"2017-10-19"]
[107193,164,12,1495,"2017-10-21"]
[107193,187,14,1495,"2017-10-19"]
[107193,187,16,1495,"2017-10-21"]
[107193,217,3,1495,"2017-10-19"]
[107193,346,17,1495,"2017-10-19"]
[107193,355,11,1495,"2017-10-21"]
[107193,367,11,1495,"2017-10-21"]
[107193,38,7,1495,"2017-10-19"]
[107201,1,31,1495,"2017-10-19"]
[107201,1,32,1495,"2017-10-21"]
[107201,10,0,1495,"2015-07-03"]
[107201,149,17,1495,"2017-10-19"]
[107201,149,17,1495,"2017-10-21"]
[107201,164,0,1495,"2016-09-28"]
[107201,187,10,1495,"2017-10-19"]
[107201,187,9,1495,"2017-10-21"]
[107201,217,6,1495,"2017-10-19"]
[107201,346,23,1495,"2017-10-19"]
[107201,355,7,1495,"2017-10-21"]
[107201,367,10,1495,"2017-10-21"]
[107201,38,10,1495,"2017-10-19"]
[107201,38,10,1495,"2017-10-21"]
[107235,1,16,2295,"2017-10-21"]
[107235,1,18,2295,"2017-10-19"]
[107235,10,0,2295,"2017-04-01"]
[107235,149,0,2295,"2016-12-01"]
[107235,164,22,2295,"2017-10-19"]
[107235,164,22,2295,"2017-10-21"]
[107235,187,12,2295,"2017-10-21"]
[107235,187,16,2295,"2017-10-19"]
[107235,217,0,2295,"2017-02-10"]
[107235,346,0,2295,"2016-12-22"]
[107235,355,12,2295,"2017-10-21"]
[107235,367,11,2295,"2017-10-21"]
[107235,38,0,2295,"2017-04-15"]
[107276,1,33,1950,"2017-10-19"]
[107276,1,33,1950,"2017-10-21"]
[107276,10,30,1950,"2017-10-21"]
[107276,10,32,1950,"2017-10-19"]
[107276,149,31,1950,"2017-10-19"]
[107276,164,29,1950,"2017-10-21"]
[107276,164,36,1950,"2017-10-19"]
[107276,187,48,1950,"2017-10-21"]
[107276,187,54,1950,"2017-10-19"]
[107276,217,39,1950,"2017-10-19"]
[107276,346,33,1950,"2017-10-19"]
[107276,346,52,1950,"2017-10-21"]
[107276,355,39,1950,"2017-10-21"]
[107276,367,69,1950,"2017-10-21"]
[107276,38,24,1950,"2017-10-21"]
[107276,38,29,1950,"2017-10-19"]
[107359,1,14,6025,"2017-10-21"]
[107359,1,19,6025,"2017-10-19"]
[107359,10,38,6025,"2017-10-21"]
[107359,10,42,6025,"2017-10-19"]
[107359,149,18,6025,"2017-10-19"]
[107359,164,42,6025,"2017-10-21"]
[107359,164,47,6025,"2017-10-19"]
[107359,187,22,6025,"2017-10-21"]
[107359,187,23,6025,"2017-10-19"]
[107359,217,37,6025,"2017-10-19"]
[107359,346,17,6025,"2017-10-19"]
[107359,355,67,6025,"2017-10-21"]
[107359,367,28,6025,"2017-10-21"]
[107359,38,1,6025,"2017-10-21"]
[107359,38,6,6025,"2017-10-19"]
[10751,1,0,48700,"2015-11-07"]
[10751,10,6,48700,"2017-10-19"]
[10751,10,6,48700,"2017-10-21"]
[10751,164,2,48700,"2017-10-19"]
[10751,164,2,48700,"2017-10-21"]
[10751,217,5,48700,"2017-10-19"]
[10751,355,18,48700,"2017-10-21"]
[107540,1,0,1825,"2016-03-10"]
[107540,10,0,1825,"2016-07-25"]
[107540,149,0,1825,"2016-08-11"]
[107540,164,0,1825,"2016-07-28"]
[107540,187,0,1825,"2016-03-24"]
[107540,217,0,1825,"2016-10-06"]
[107540,346,0,1825,"2017-10-17"]
[107540,355,0,1825,"2016-06-11"]
[107540,367,0,1825,"2016-05-08"]
[107540,38,12,1825,"2017-10-19"]
[107540,38,12,1825,"2017-10-21"]
[107672,10,0,595,"2015-07-26"]
[107672,149,0,595,"2012-04-02"]
[107672,164,0,595,"2015-01-31"]
[107672,187,0,595,"2012-12-18"]
[107672,355,0,595,"2013-10-30"]
[107672,367,0,595,"2013-10-11"]
[107672,38,0,595,"2014-10-28"]
[107714,1,9,1395,"2017-10-19"]
[107714,1,9,1395,"2017-10-21"]
[107714,10,11,1395,"2017-10-19"]
[107714,10,11,1395,"2017-10-21"]
[107714,149,15,1395,"2017-10-21"]
[107714,149,16,1395,"2017-10-19"]
[107714,164,14,1395,"2017-10-19"]
[107714,187,10,1395,"2017-10-19"]
[107714,187,10,1395,"2017-10-21"]
[107714,217,29,1395,"2017-10-21"]
[107714,217,54,1395,"2017-10-19"]
[107714,346,0,1395,"2016-03-04"]
[107714,355,16,1395,"2017-10-21"]
[107714,367,7,1395,"2017-10-21"]
[107714,38,0,1395,"2016-07-28"]
[107763,1,34,1095,"2017-10-21"]
[107763,1,37,1095,"2017-10-19"]
[107763,10,19,1095,"2017-10-21"]
[107763,10,20,1095,"2017-10-19"]
[107763,149,27,1095,"2017-10-19"]
[107763,164,27,1095,"2017-10-21"]
[107763,164,29,1095,"2017-10-19"]
[107763,187,14,1095,"2017-10-21"]
[107763,187,15,1095,"2017-10-19"]
[107763,217,11,1095,"2017-10-19"]
[107763,217,12,1095,"2017-10-21"]
[107763,346,8,1095,"2017-10-19"]
[107763,346,8,1095,"2017-10-21"]
[107763,355,19,1095,"2017-10-21"]
[107763,367,19,1095,"2017-10-21"]
[107763,38,12,1095,"2017-10-21"]
[107763,38,13,1095,"2017-10-19"]
[107870,1,0,2395,"2017-03-19"]
[107870,10,0,2395,"2017-06-24"]
[107870,149,0,2395,"2017-09-11"]
[107870,164,0,2395,"2017-07-29"]
[107870,187,0,2395,"2017-04-04"]
[107870,217,9,2395,"2017-10-19"]
[107870,217,9,2395,"2017-10-21"]
[107870,355,0,2395,"2017-07-29"]
[107870,367,0,2395,"2017-03-26"]
[107870,38,0,2395,"2017-08-19"]
[108001,1,0,1995,"2014-06-04"]
[108001,10,29,1995,"2017-10-19"]
[108001,10,29,1995,"2017-10-21"]
[108001,149,0,1995,"2015-07-14"]
[108001,164,15,1995,"2017-10-19"]
[108001,164,15,1995,"2017-10-21"]
[108001,217,7,1995,"2017-10-19"]
[108001,217,7,1995,"2017-10-21"]
[108001,355,0,1995,"2017-06-21"]
[108001,367,0,1995,"2017-05-21"]
[108001,38,15,1995,"2017-10-19"]
[108001,38,15,1995,"2017-10-21"]
[108059,1,9,4245,"2017-10-19"]
[108100,1,11,5795,"2017-10-19"]
[108100,1,11,5795,"2017-10-21"]
[108100,10,7,5795,"2017-10-21"]
[108100,10,8,5795,"2017-10-19"]
[108100,149,10,5795,"2017-10-19"]
[108100,149,10,5795,"2017-10-21"]
[108100,164,0,5795,"2017-10-02"]
[108100,187,0,5795,"2017-04-26"]
[108100,217,32,5795,"2017-10-21"]
[108100,217,34,5795,"2017-10-19"]
[108100,346,10,5795,"2017-10-19"]
[108100,346,9,5795,"2017-10-21"]
[108100,355,0,5795,"2017-06-14"]
[108100,367,14,5795,"2017-10-21"]
[108100,38,0,5795,"2017-09-26"]
[108183,1,3,1995,"2017-10-21"]
[108183,1,7,1995,"2017-10-19"]
[108183,10,25,1995,"2017-10-21"]
[108183,10,28,1995,"2017-10-19"]
[108183,149,24,1995,"2017-10-19"]
[108183,164,7,1995,"2017-10-19"]
[108183,187,0,1995,"2017-10-12"]
[108183,217,0,1995,"2017-09-17"]
[108183,346,0,1995,"2017-10-16"]
[108183,355,44,1995,"2017-10-21"]
[108183,367,4,1995,"2017-10-21"]
[108183,38,23,1995,"2017-10-21"]
[108183,38,27,1995,"2017-10-19"]
[108282,1,3,2195,"2017-10-19"]
[108282,1,3,2195,"2017-10-21"]
[108282,10,29,2195,"2017-10-21"]
[108282,10,32,2195,"2017-10-19"]
[108282,149,0,2195,"2017-08-29"]
[108282,164,2,2195,"2017-10-19"]
[108282,187,15,2195,"2017-10-19"]
[108282,217,12,2195,"2017-10-19"]
[108282,217,12,2195,"2017-10-21"]
[108282,346,28,2195,"2017-10-19"]
[108282,346,28,2195,"2017-10-21"]
[108282,355,4,2195,"2017-10-21"]
[108282,367,8,2195,"2017-10-21"]
[108282,38,37,2195,"2017-10-19"]
[108282,38,37,2195,"2017-10-21"]
[108357,1,7,2625,"2017-10-21"]
[108357,1,8,2625,"2017-10-19"]
[108357,10,3,2625,"2017-10-21"]
[108357,10,4,2625,"2017-10-19"]
[108357,149,11,2625,"2017-10-19"]
[108357,164,13,2625,"2017-10-19"]
[108357,164,13,2625,"2017-10-21"]
[108357,187,5,2625,"2017-10-21"]
[108357,187,8,2625,"2017-10-19"]
[108357,217,8,2625,"2017-10-19"]
[108357,346,16,2625,"2017-10-21"]
[108357,346,17,2625,"2017-10-19"]
[108357,355,31,2625,"2017-10-21"]
[108357,367,22,2625,"2017-10-21"]
[108357,38,44,2625,"2017-10-19"]
[108688,1,16,3395,"2017-10-21"]
[108688,1,5,3395,"2017-10-19"]
[108688,10,8,3395,"2017-10-21"]
[108688,10,9,3395,"2017-10-19"]
[108688,149,8,3395,"2017-10-21"]
[108688,149,9,3395,"2017-10-19"]
[108688,164,6,3395,"2017-10-21"]
[108688,164,7,3395,"2017-10-19"]
[108688,187,12,3395,"2017-10-21"]
[108688,187,8,3395,"2017-10-19"]
[108688,217,2,3395,"2017-10-21"]
[108688,217,3,3395,"2017-10-19"]
[108688,346,2,3395,"2017-10-19"]
[108688,346,3,3395,"2017-10-21"]
[108688,355,4,3395,"2017-10-19"]
[108688,355,5,3395,"2017-10-21"]
[108688,367,7,3395,"2017-10-21"]
[108688,38,14,3395,"2017-10-19"]
[108704,1,6,14015,"2017-10-19"]
[108704,10,6,14015,"2017-10-19"]
[108704,10,6,14015,"2017-10-21"]
[108704,149,0,14015,"2016-03-19"]
[108704,164,0,14015,"2016-12-10"]
[108704,187,4,14015,"2017-10-19"]
[108704,217,2,14015,"2017-10-21"]
[108704,217,3,14015,"2017-10-19"]
[108704,346,0,14015,"2017-10-11"]
[108704,355,6,14015,"2017-10-21"]
[108704,367,11,14015,"2017-10-21"]
[108704,38,0,14015,"2017-07-04"]
[109,1,20,1695,"2017-10-21"]
[109,1,21,1695,"2017-10-19"]
[109,10,0,1695,"2017-08-22"]
[109,149,9,1695,"2017-10-19"]
[109,164,0,1695,"2017-10-04"]
[109,187,0,1695,"2017-07-27"]
[109,217,0,1695,"2017-08-15"]
[109,355,11,1695,"2017-10-21"]
[109,367,5,1695,"2017-10-21"]
